cty code,cty,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
11135,IL: Montgomery County,0,0,12.61,29.93,0,0,0,0.24,0.52,5.34,0,4.35,0,0,0,0,8.9,0,0,0,0,1.94,5.38,23.15,12.62,0,4,0,0,0
11137,IL: Morgan County,0,0,2.41,21.56,0,0,0,0.65,0.43,7.13,0,6.15,0,0,0,0,9.68,0,0,0,0,0.72,6.15,2.42,12.12,0.55,0.17,0,0.37,0
11139,IL: Moultrie County,0,0,7.5,33.76,0,0.01,0,0,0,5.51,0,2.47,0.03,0,0,0,11.38,0.01,0,0,0,2.95,11.58,15.41,12.92,0,2.34,0,0,0
11141,IL: Ogle County,1.03,0,0,0,0.68,4.45,0.13,0,0,10.12,0,6.04,0.23,0,0,0,7.07,0,0,0,0,0,2.47,0,16.31,1.44,1.09,0,0,0
11143,IL: Peoria County,0,0,0,4.79,0,0,0,0,0,8.56,0,8.68,0,0,0,0,15.36,0.4,0,0,0,0,11.76,1.1,17.01,0.83,0,0,0,0
11145,IL: Perry County,0,0,42.68,17.14,0,0,0,0.25,0,2,0,2.91,0,0,0,0,14.54,0,0,0,0,4.83,0.06,50.8,24.67,0,4.1,0,0,0
11147,IL: Piatt County,0,0,2.59,32.12,0,0,0,0,0,5.12,0,2.54,0,0,0,0,12.54,0.29,0,0,0,2.28,14.2,7.08,11.22,0,0.84,0,0,0
11149,IL: Pike County,0,0,1.52,14.81,0,0,0,2.08,0.77,6.59,0,6.55,0,0,0,0.04,9.61,0,0,0,0,0.89,5.7,1.89,13.15,0.8,0,0,0.83,0
11151,IL: Pope County,0,3.01,59.8,21.81,0,0,0,0,0,4.14,0,4.54,0,0,0,0,12.32,0,0,0,0,11.13,0.25,13.12,52.33,0,0,0,0,0
11153,IL: Pulaski County,0,3.17,61.58,20.37,0,0,0,0,0,3.98,0,3.94,0,0,0,0,17.71,0,0,0,0,14.93,0.26,12.92,49.67,0,0,0,0,0
11155,IL: Putnam County,0.15,0,0,1.49,0.09,0.89,0,0,0,6.02,0,6.1,0,0,0,0,11.84,0,0,0,0,0,9.14,1.1,13.87,0.64,0,0,0,0
11157,IL: Randolph County,0,0,39.73,15.67,0,0,0,1.03,0.17,2.08,0,2.3,0,0,0,0,13.54,0,0,0,0,5.15,0,51.89,27.06,0,4.82,0,0.01,0
11159,IL: Richland County,0,0,28.3,30.23,0,0,0,0,0,2.98,0,4.04,0.55,0,0,0,8.78,0,0,0,0,3.51,2.32,46.99,29.18,0,5.09,0,0,0
11161,IL: Rock Island County,0.17,0,0,0,0.28,0.77,0,0,0,12.9,0,5.7,0,0,0,0,13.12,0,0,0,0,0,4.07,0.4,16.73,1.79,0.3,0,0,0
11163,IL: St. Clair County,0,0,22.3,20.51,0,0,0,1.58,0.68,2.05,0,3.61,0,0,0,0,9.43,0,0,0,0,2.98,0.36,51.36,18.62,0,6.54,0,0.22,0
11165,IL: Saline County,0,0.9,55.2,20.01,0,0,0,0,0,3.17,0,3.74,0,0,0,0,11.3,0,0,0,0,7.06,0.3,23.94,40.41,0,1,0,0,0
11167,IL: Sangamon County,0,0,3.43,30.1,0,0,0,0.02,0.09,7.93,0,4.81,0,0,0,0,10.24,0,0,0,0,1.1,8.04,5.89,10.84,0.15,0.67,0,0,0
11169,IL: Schuyler County,0,0,0.13,5.8,0,0,0,0.21,0,11.71,0,8.03,0,0,0,0,15.98,0.22,0,0,0,0.29,10.38,0.27,14.78,0.81,0,0,0,0
11171,IL: Scott County,0,0,2.16,18.96,0,0,0,1.22,0.67,6.62,0,6.4,0,0,0,0,9.41,0,0,0,0,0.74,5.61,2.24,12.51,0.64,0,0,0.75,0
11173,IL: Shelby County,0,0,11.91,33.01,0,0.04,0,0,0.01,5.56,0,3.16,0,0,0,0,10.62,0,0,0,0,2.9,9.88,23.67,13.81,0,3.38,0,0,0
11175,IL: Stark County,0,0,0,0.39,0,0.15,0,0,0,9.22,0,7.82,0,0,0,0,15.07,0,0,0,0,0,8.21,1.02,17.37,0.99,0,0,0,0
11177,IL: Stephenson County,0.34,0,0,0,0.55,5.48,0,0,0,11.79,0,6.47,0.26,0,0,0,8.31,0,0,0,0,0,1.67,0,16.4,1.64,1.31,0,0,0
11179,IL: Tazewell County,0,0,0,14.16,0,0,0,0,0,6.9,0,6.99,0,0,0,0,14.14,0.56,0,0,0,0.35,14.4,1.67,13.73,0.7,0,0,0,0
11181,IL: Union County,0,1.19,60.05,18.02,0,0,0,0,0,3.29,0,3.08,0,0,0,0,17.53,0,0,0,0,11.35,0.16,23.04,40.37,0,0.81,0,0,0
11183,IL: Vermilion County,0,0,0.98,37.41,0,0,0,0,0,4.42,0.02,2.84,0.59,0,0,0,12.49,0.41,0.01,0,0,3.18,12.13,6.13,13.01,0,1.45,0,0,0
11185,IL: Wabash County,0,0,35.34,28.84,0,0,0,0,0,3.48,0,3.67,0.61,0,0,0,8.56,0,0,0,0,3.87,1.19,43.32,39.69,0,3.42,0,0,0
11187,IL: Warren County,0,0,0,0,0,0.01,0,0,0,14.01,0.01,8.97,0,0,0,0,18.24,0.02,0,0,0,0,11.07,0.13,17.91,1.25,0,0,0,0
11189,IL: Washington County,0,0,32.07,19.14,0,0,0,0.39,0.22,1.79,0,3.71,0,0,0,0,12.24,0,0,0,0,3.22,0.33,50.16,20.64,0,5.67,0,0,0
11191,IL: Wayne County,0,0,36.5,24.17,0,0,0,0,0,2.3,0,3.69,0.32,0,0,0,9.89,0,0,0,0,3.46,1.05,41.59,27.89,0,4.32,0,0,0
11193,IL: White County,0,0,44.92,21.73,0,0,0,0,0,3.14,0,3.83,0.54,0,0,0,9.35,0,0,0,0,4.95,0.57,33.03,40.87,0,2.15,0,0,0
11195,IL: Whiteside County,0.37,0,0,0,0.48,1.9,0,0,0,10.43,0,6.05,0,0,0,0,10.49,0,0,0,0,0,2.45,0.14,16.85,1.83,0.63,0,0,0
11197,IL: Will County,1.08,0,0,6.76,0.45,2.27,0.79,0,0,6.87,0.13,5.09,1.05,0,0,0,12.84,0,0,0,0,0.48,10.92,1.39,13.26,0.84,1.87,0,0,0
11199,IL: Williamson County,0,0.48,57.94,18.27,0,0,0,0,0,2.73,0,3.15,0,0,0,0,13.81,0,0,0,0,7.3,0.21,28.11,32.62,0,1.49,0,0,0
11201,IL: Winnebago County,0.91,0,0,0,0.68,6.11,0,0,0,11.97,0,5.88,0.47,0,0,0,7.02,0,0,0,0,0,2.32,0,16.27,1.74,1.48,0,0,0
11203,IL: Woodford County,0,0,0,11.51,0.01,0,0,0,0,4.83,0,6.35,0,0,0,0,13.85,0.54,0,0,0,0.22,14.24,1.54,13.13,0.62,0,0,0,0
12001,IN: Adams County,0,0,0,38.26,0,0,0.23,0,0,4.52,0.81,2.96,0.6,0.39,0,0,3.26,0.56,0,0,0,1.98,15.35,6.56,14.7,1.3,3.39,0.02,0,0
12003,IN: Allen County,0,0,0,33.68,0,0.16,0.92,0,0,6.25,0.56,3.01,0.91,0.31,0,0,4.25,0.33,0,0,0,2.38,15.83,3.45,10.99,1.83,3.11,0,0,0
12005,IN: Bartholomew County,0,0,6.22,61.41,0,0,0,0,0,2.72,0,1.81,0.76,0.47,0,0,5.32,0.53,0,0,0,0.83,1.82,41.77,35.82,1.21,3.77,0.04,0,0
12007,IN: Benton County,0,0,0,34.89,0,0.04,0,0,0,4.7,0.01,3.27,0.79,0,0,0,12.12,0.35,0,0,0,2.52,17.75,4.71,12.16,0.94,1.2,0,0,0
12009,IN: Blackford County,0,0,0,39.94,0,0,0,0,0,3.97,0.64,2.96,0.49,0.49,0,0,3.92,0.55,0,0,0,1.74,14.44,9.4,18.35,1.36,4.47,0,0,0
12011,IN: Boone County,0,0,1.54,49.3,0,0,0,0,0,4.47,0.02,3.21,0.65,1.02,0,0,8.07,0.44,0.02,0,0,1.6,8.51,17.01,20.05,1.55,4.88,0,0,0
12013,IN: Brown County,0,0,7.07,62.09,0,0,0,0,0,2.93,0,2.37,0.84,0.5,0,0,6.63,0.44,0,0,0,0.94,1.65,48.09,35.03,1.15,4.43,0,0,0
12015,IN: Carroll County,0,0,0,37.35,0,0,0,0,0,4.86,0.2,3.05,0.75,0.44,0,0,8.62,0.47,0,0,0,1.58,21.43,5.97,12.88,2.15,1.94,0,0,0
12017,IN: Cass County,0,0,0,33.49,0,0.02,0,0,0,4.81,0.54,2.98,0.81,0.45,0,0,7.9,0.49,0,0,0,1.38,23.34,5.44,11.54,2.5,2.27,0,0,0
12019,IN: Clark County,0,3.02,14.66,51.25,0,0,0,0,0,4.53,0,1.8,1.06,0,0,0,5.14,0.87,0,0,0,1.22,1.26,19.1,43.13,0,0.26,0,0,0
12021,IN: Clay County,0,0,7.95,51.98,0,0,0,0,0,4.62,0,3.66,0.6,0,0,0,10.4,0.24,0,0,0,2.25,5.49,34.35,26.88,0.43,6.86,0,0,0
12023,IN: Clinton County,0,0,0.82,43,0,0,0,0,0,4.98,0.06,3.13,0.67,0.62,0,0,8.12,0.5,0,0,0,1.49,14.24,9.31,16.45,1.83,3.26,0,0,0
12025,IN: Crawford County,0,4.41,24.6,44.99,0,0,0,0,0,5.52,0,2.97,0.85,0,0,0,7.22,0.76,0,0,0,2.26,0.55,25.11,51.57,0,0.86,0,0,0
12027,IN: Daviess County,0,0,24.23,46.17,0,0,0,0,0,4.6,0,3.01,0.76,0,0,0,8.63,0.11,0,0,0,2.29,1.25,45.95,42.98,0,3.44,0,0,0
12029,IN: Dearborn County,0,1.04,3.59,52.93,0,0,0,0,0,2.8,0,0.99,0.77,0.24,0,0,3.47,0.75,0,0,0,0.72,1.94,38.33,37.79,0.77,1.82,0.71,0,0
12031,IN: Decatur County,0,0,4.66,60.59,0,0,0,0,0,2.72,0.03,1.51,0.62,0.47,0,0,4.3,0.72,0.04,0,0,0.88,2.54,35.89,37.04,1.15,3.6,0.65,0,0
12033,IN: DeKalb County,0.4,0,0,30.69,0,0.85,2.35,0,0,7.76,0.39,2.92,1.26,0.32,0,0,5.28,0,0.22,0,0,1.34,12.53,2.69,8.55,2.51,3.66,0,0,0.08
12035,IN: Delaware County,0,0,0.1,43.66,0,0,0,0,0,3.08,0.58,2.76,0.35,0.57,0,0,4.06,0.51,0.07,0,0,1.55,10.9,15.89,22.94,1.32,5.67,0.46,0,0
12037,IN: Dubois County,0,0.83,28.64,41.01,0,0,0,0,0,5.38,0,3.11,0.81,0,0,0,7.74,0.57,0,0,0,2.41,0.6,32.25,51.16,0,1.54,0,0,0
12039,IN: Elkhart County,1.52,0,0,24.89,0,2.19,3.47,0,0,8.16,0.51,2.69,1.34,0.9,0,0,9.47,0.38,0.35,0,0,1.01,12.76,1.84,6.98,4.5,5.72,0,0,1.13
12041,IN: Fayette County,0,0,2.2,57.61,0,0,0,0,0,2.49,0.5,1.64,0.21,0.51,0,0,3.52,0.54,0.27,0,0,1.44,3.76,37.37,34.79,0.96,5.03,1.1,0,0
12043,IN: Floyd County,0,4.59,19.13,46.67,0,0,0,0,0,4.72,0,2.33,0.86,0,0,0,5.96,0.79,0,0,0,2,1.02,19.43,46.34,0,0.07,0,0,0
12045,IN: Fountain County,0,0,0.77,44.61,0,0,0,0,0,4.79,0,3.13,0.6,0,0,0,11.09,0.44,0,0,0,2.87,10.1,8.35,15.16,0.47,2.2,0,0,0
12047,IN: Franklin County,0,0.1,2.73,57.23,0,0,0,0,0,2.69,0.35,1.25,0.54,0.44,0,0,3.33,0.61,0.08,0,0,1.02,2.72,42.3,37.3,0.81,3.29,1.01,0,0
12049,IN: Fulton County,0,0,0,30.03,0,0.62,0,0,0,5.26,0.72,2.93,0.92,0.69,0,0,8.32,0.33,0,0,0,1.27,21.59,3.78,9.57,2.84,2.83,0,0,0
12051,IN: Gibson County,0,0,37.59,27.76,0,0,0,0,0,4.15,0,3.44,0.66,0,0,0,8.24,0.01,0,0,0,3.84,0.79,36.88,48.29,0,2.19,0,0,0
12053,IN: Grant County,0,0,0,38,0,0,0,0,0,4.29,0.57,2.92,0.62,0.47,0,0,4.95,0.55,0,0,0,1.36,17.93,8.26,16.48,1.68,4.21,0,0,0.01
12055,IN: Greene County,0,0,14.25,54.36,0,0,0,0,0,4.23,0,3.21,0.77,0,0,0,9.18,0.2,0,0,0,1.83,2.36,47.63,35.29,0.39,5.25,0,0,0
12057,IN: Hamilton County,0,0,2.11,48.65,0,0,0,0,0,3.47,0.38,2.79,0.62,0.82,0,0,6.21,0.42,0.02,0,0,1.38,9.09,20.66,21.51,1.59,6.34,0,0,0
12059,IN: Hancock County,0,0,2.65,53.39,0,0,0,0,0,2.45,0.38,2.31,0.47,0.74,0,0,5.26,0.52,0.19,0,0,1.32,5.87,29.92,27.88,1.41,6.83,0.36,0,0
12061,IN: Harrison County,0,6.23,22.09,42.68,0,0,0,0,0,5.3,0,2.79,0.83,0,0,0,6.67,0.91,0,0,0,2.43,0.72,17.78,50.32,0,0.16,0,0,0
12063,IN: Hendricks County,0,0,2.6,55.27,0,0,0,0,0,4.08,0.15,3.21,0.68,1.51,0,0,8.19,0.36,0,0,0,1.59,5.23,28.65,24.29,1.37,6.12,0.02,0,0
12065,IN: Henry County,0,0,1.52,51.61,0,0,0,0,0,2.33,0.53,2.31,0.24,0.6,0,0,4.18,0.54,0.31,0,0,1.71,6.41,26.07,29.58,1.24,6.87,0.95,0,0
12067,IN: Howard County,0,0,0,37.58,0,0,0,0,0,4.49,0.46,2.97,0.71,0.48,0,0,6.52,0.53,0,0,0,1.27,19.21,8.29,14.87,2.11,3.36,0,0,0
12069,IN: Huntington County,0,0,0,34.48,0,0,0.33,0,0,5.78,0.58,2.96,0.77,0.43,0,0,4.79,0.58,0,0,0,2.79,17.75,3.39,13.09,1.71,3.26,0,0,0
12071,IN: Jackson County,0,0,10.34,59.64,0,0,0,0,0,3.46,0,1.93,0.96,0.08,0,0,5.67,0.54,0,0,0,0.84,1.08,38.24,39.2,0.81,2.51,0,0,0
12073,IN: Jasper County,0,0,0,27.62,0.01,0.83,0,0,0,5.43,0.58,3.18,0.9,0.2,0,0,12.28,0,0,0,0,1.74,22.82,3.92,11.08,1.61,1.31,0,0,0
12075,IN: Jay County,0,0,0,43,0,0,0.02,0,0,3.56,0.77,2.84,0.4,0.55,0,0,3.1,0.58,0,0,0,1.79,11.91,11.6,19.6,1.13,4.42,0.55,0,0
12077,IN: Jefferson County,0,1.32,8.2,59.26,0.36,0,0,0,0,4.18,0.09,1.31,1.25,0,0,0,4.12,0.97,0,0,0,0.57,1.58,20.03,40.12,1.07,1.04,0.13,0,0
12079,IN: Jennings County,0,0,7.31,61.45,0,0,0,0,0,3.54,0,1.46,0.95,0.24,0,0,4.56,0.81,0,0,0,0.66,1.66,28.54,38.8,1.2,2.07,0.07,0,0
12081,IN: Johnson County,0,0,4.32,59.1,0,0,0,0,0,2.35,0.17,2.36,0.68,0.92,0,0,6.23,0.43,0,0,0,0.98,3.04,45.92,30.76,1.31,5.69,0.04,0,0
12083,IN: Knox County,0,0,28.6,40.08,0,0,0,0,0,4.33,0,3.05,0.62,0,0,0,9.07,0,0,0,0,3.13,1.64,48.96,40.93,0,4.05,0,0,0
12085,IN: Kosciusko County,0.35,0,0,28.84,0,0.96,1.2,0,0,6.58,0.61,2.89,1.13,0.69,0,0,7.55,0.56,0,0,0,2.17,16.95,2.51,8.79,3.11,4.03,0,0,0.28
12087,IN: LaGrange County,1.67,0,0,24.9,0,2.1,4.01,0,0,9.01,0.35,2.63,1.47,0.69,0,0,8.08,0.53,0.6,0,0,0.47,11.32,1.81,6.82,4.23,5.78,0,0,0.79
12089,IN: Lake County,0.67,0,0,15.06,0.21,2.2,0.9,0,0,6.84,1,3.95,1.09,0.23,0,0,13.57,0,0,0,0,1.02,13.7,2.54,11.74,1.43,2.56,0,0,0
12091,IN: LaPorte County,0.75,0,0,21.49,0.08,2.09,2.44,0,0,7.31,0.86,2.67,0.97,0.91,0,0,12.43,0,0,0,0,0.87,14.85,2.58,9.27,3.17,3.89,0,0,0.17
12093,IN: Lawrence County,0,0,14.47,60.25,0,0,0,0,0,3.79,0,2.67,1.04,0,0,0,7.41,0.45,0,0,0,1.06,0.74,49.04,40.51,0.23,3.14,0,0,0
12095,IN: Madison County,0,0,1.21,45.36,0,0,0,0,0,3.15,0.48,2.67,0.5,0.6,0,0,5.08,0.5,0.06,0,0,1.37,11.11,17.73,22.16,1.54,6.01,0.08,0,0
12097,IN: Marion County,0,0,3,54.96,0,0,0,0,0,2.98,0.03,2.66,0.63,1.11,0,0,6.53,0.4,0,0,0,1.27,5.18,32.83,25.71,1.43,6.7,0,0,0
12099,IN: Marshall County,0.4,0,0,27.11,0,1.23,1.25,0,0,5.96,0.82,2.81,1.03,1.15,0,0,9.32,0.05,0,0,0,1.08,17.86,2.74,8.13,3.46,3.83,0,0,0.28
12101,IN: Martin County,0,0,20.33,52.62,0,0,0,0,0,4.45,0,2.97,0.9,0,0,0,8.21,0.41,0,0,0,1.66,0.9,45.79,42.97,0,3.06,0,0,0
12103,IN: Miami County,0,0,0,32.11,0,0.08,0,0,0,4.83,0.62,2.96,0.84,0.39,0,0,6.66,0.56,0,0,0,1.45,21.2,5.48,11.64,2.4,3.08,0,0,0
12105,IN: Monroe County,0,0,8.41,61.62,0,0,0,0,0,3.47,0,2.87,0.9,0.26,0,0,7.83,0.4,0,0,0,1.08,1.72,49.41,34.5,1.12,4.98,0.01,0,0
12107,IN: Montgomery County,0,0,1.12,47.81,0,0,0,0,0,4.81,0.02,3.37,0.62,0.6,0,0,9.86,0.46,0.04,0,0,2.09,7.96,13.09,18.07,1.24,3.64,0,0,0
12109,IN: Morgan County,0,0,4.21,58.75,0,0,0,0,0,3.37,0.15,2.92,0.74,0.97,0,0,7.69,0.37,0,0,0,1.21,3.26,41.28,28.94,1.3,6.07,0,0,0
12111,IN: Newton County,0,0,0,25.52,0,0.8,0,0,0,5.35,0.09,3.56,0.99,0,0,0,13.6,0,0,0,0,1.94,18.95,3.8,11.43,1.09,1.28,0,0,0
12113,IN: Noble County,0.87,0,0,28.54,0,1.19,2.52,0,0,7.94,0.4,2.85,1.26,0.53,0,0,6.84,0.48,0.14,0,0,2.36,13.35,2.07,8.17,3.15,4.55,0,0,0.48
12115,IN: Ohio County,0,1.64,4.49,49.69,0,0,0,0,0,2.87,0,0.89,0.93,0,0,0,3.72,0.94,0,0,0,0.6,1.68,32.63,37.91,0.79,1.2,0.52,0,0
12117,IN: Orange County,0,0.69,20.62,52.09,0,0,0,0,0,4.69,0,2.73,0.94,0,0,0,7.2,0.6,0,0,0,1.56,0.61,35.76,46.55,0,1.72,0,0,0
12119,IN: Owen County,0,0,7.79,57,0,0,0,0,0,4.12,0,3.48,0.72,0.19,0,0,9.35,0.36,0,0,0,1.61,3.68,41.5,30.37,1.14,6.57,0,0,0
12121,IN: Parke County,0,0,2.88,48.96,0,0,0,0,0,4.87,0,3.41,0.55,0.03,0,0,10.92,0.41,0,0,0,2.68,7.13,17.68,19.61,0.41,4.5,0,0,0
12123,IN: Perry County,0,7.26,28.96,36.54,0,0,0,0,0,6.4,0,3.4,0.78,0,0,0,7.3,0.92,0,0,0,2.85,0.46,17.98,55.76,0,0.12,0,0,0
12125,IN: Pike County,0,0,33.05,34.97,0,0,0,0,0,4.82,0,3.13,0.72,0,0,0,8.15,0.17,0,0,0,3.07,0.79,38.1,49.93,0,2.16,0,0,0
12127,IN: Porter County,0.63,0,0,19.62,0.25,1.92,1.26,0,0,7.15,0.92,3.01,0.92,0.62,0,0,13.14,0,0,0,0,1.04,15.69,2.82,10.71,2.19,2.84,0,0,0
12129,IN: Posey County,0,0,43.62,21.23,0,0,0,0,0,3.84,0,3.92,0.62,0,0,0,8.52,0,0,0,0.02,5.01,0.53,28.74,49.71,0,1.08,0,0,0
12131,IN: Pulaski County,0,0,0,30.09,0,0.69,0,0,0,5.23,0.68,2.89,0.84,0.55,0,0,10.24,0,0,0,0,1.42,25.84,3.96,10.16,2.4,1.61,0,0,0
12133,IN: Putnam County,0,0,3.37,54.4,0,0,0,0,0,4.49,0,3.66,0.63,0.7,0,0,9.8,0.4,0,0,0,1.91,5.37,27.16,24.08,1.2,6.4,0,0,0
12135,IN: Randolph County,0,0,0.2,49.93,0,0,0,0,0,2.91,0.69,2.53,0.01,0.64,0,0,3.09,0.57,0.07,0,0,1.81,7.76,19.82,25.72,0.99,5.34,1.03,0,0
12137,IN: Ripley County,0,0.39,5,59.01,0,0,0,0,0,3.15,0,1.2,0.86,0.3,0,0,3.82,0.82,0,0,0,0.71,2.02,32.44,39.04,1.01,2.09,0.56,0,0
12139,IN: Rush County,0,0,3.17,57.72,0,0,0,0,0,2.3,0.41,1.82,0.37,0.57,0,0,4.27,0.58,0.28,0,0,1.32,3.91,35.34,33.89,1.18,5.69,0.85,0,0
12141,IN: St. Joseph County,1.08,0.01,0,23.3,0,2.35,3.54,0,0,7.47,0.74,2.68,1.15,1.19,0,0,11.2,0.03,0.07,0,0,0.74,13,2.05,7.34,4.4,5.35,0,0,1.17
12143,IN: Scott County,0,1.31,11.57,56.87,0,0,0,0,0,4.14,0,1.63,1.09,0,0,0,4.81,0.75,0,0,0,0.82,1.23,23.93,41.21,0.25,1.22,0,0,0
12145,IN: Shelby County,0,0,4.09,58.78,0,0,0,0,0,2.29,0.03,1.97,0.56,0.68,0,0,5.2,0.53,0.04,0,0,1.04,3.38,39.79,32.27,1.31,5.48,0.32,0,0
12147,IN: Spencer County,0,5.23,33.88,28.6,0,0,0,0,0,6.03,0,3.6,0.76,0,0,0,7.32,0.86,0,0,0,3.36,0.42,18.37,58.55,0,0.08,0,0,0
12149,IN: Starke County,0.18,0,0,26.74,0.01,1.14,0.73,0,0,5.87,0.82,2.75,0.88,0.83,0,0,10.91,0,0,0,0,1.17,20.84,3.25,9.28,2.82,2.59,0,0,0.03
12151,IN: Steuben County,0.95,0,0,27.32,0,1.52,3.69,0,0,8.97,0.38,2.67,1.54,0.46,0,0,6.41,0.08,0.55,0,0,0.41,9.93,2.23,6.98,3.36,4.67,0,0,0.41
12153,IN: Sullivan County,0,0,16.75,45.21,0,0,0,0,0,4.57,0,3.18,0.59,0,0,0,9.97,0,0,0,0,2.94,3.7,44.34,30.89,0.03,5.77,0,0,0
12155,IN: Switzerland County,0,2.05,5.66,48.47,0,0.05,0,0,0,3.08,0,0.92,1.08,0,0,0,3.87,1.08,0,0,0,0.55,1.65,27.27,38.49,0.82,0.9,0.07,0,0
12157,IN: Tippecanoe County,0,0,0.16,41.4,0,0,0,0,0,4.76,0,3.17,0.71,0.37,0,0,9.77,0.44,0,0,0.03,2.09,14.93,7.16,14.12,1.47,2.04,0,0,0
12159,IN: Tipton County,0,0,1.11,42.26,0,0,0,0,0,4.07,0.44,2.93,0.66,0.6,0,0,6.24,0.48,0,0,0,1.34,14.68,12.47,17.69,1.84,4.61,0,0,0
12161,IN: Union County,0,0,1.69,58.42,0,0,0,0,0,2.8,0.46,1.48,0.1,0.48,0,0,3.28,0.65,0.15,0,0,1.42,3.39,38.62,35.1,0.78,4.05,1.26,0,0
12163,IN: Vanderburgh County,0,0.28,40.92,21.07,0,0,0,0,0,4.42,0,3.76,0.69,0,0,0,7.86,0.24,0,0,0,4.51,0.49,24.77,55.95,0,0.47,0,0,0
12165,IN: Vermillion County,0,0,2.68,45.09,0,0,0,0,0,5.06,0,2.94,0.56,0,0,0,11.32,0.35,0,0,0,3.33,8.04,12.7,16.73,0,2.89,0,0,0
12167,IN: Vigo County,0,0,8.42,46.96,0,0,0,0,0,4.98,0,3.26,0.56,0,0,0,10.68,0.07,0,0,0,2.93,5.87,30.68,23.88,0,5.73,0,0,0
12169,IN: Wabash County,0,0,0.04,32.49,0,0.09,0.08,0,0,5.42,0.6,2.94,0.86,0.42,0,0,5.92,0.58,0,0,0,2.11,19.73,4.08,11.83,2.18,3.35,0,0,0
12171,IN: Warren County,0,0,0.03,40.13,0,0,0,0,0,4.7,0.04,3.1,0.67,0,0,0,11.77,0.44,0.03,0,0,3.03,13.2,5.45,13.14,0.34,1.41,0,0,0
12173,IN: Warrick County,0,1.81,36.9,25.41,0,0,0,0,0,5.16,0,3.5,0.75,0,0,0.09,7.54,0.69,0,0,0,3.72,0.47,24.01,57.84,0,0.48,0,0,0
12175,IN: Washington County,0,1.65,15.89,54.11,0,0,0,0,0,4.26,0,2.22,0.96,0,0,0,6.01,0.66,0,0,0,1.27,0.86,30.31,44.31,0,1.44,0,0,0
12177,IN: Wayne County,0,0,1.16,56.44,0,0,0,0,0,2.71,0.55,1.94,0,0.55,0,0,3.28,0.58,0.19,0,0,1.79,4.82,30.4,31.42,0.91,5.3,1.22,0,0
12179,IN: Wells County,0,0,0,36.88,0,0,0.24,0,0,5,0.65,3,0.64,0.42,0,0,3.93,0.57,0,0,0,2.29,16.03,5.36,14.61,1.45,3.55,0,0,0
12181,IN: White County,0,0,0,35,0,0.11,0,0,0,4.67,0.24,3.08,0.82,0.27,0,0,10.05,0.15,0,0,0,1.95,23.84,5.02,11.61,1.84,1.3,0,0,0
12183,IN: Whitley County,0.09,0,0,31.43,0,0.57,1.15,0,0.15,6.87,0.49,2.95,1.04,0.45,0,0,5.89,0.53,0,0,0,4.31,15.72,2.38,10.07,2.38,3.67,0,0,0.03
13001,IA: Adair County,0,0,0,0,0,0,0,1.27,3.48,4.08,0,8.84,0,0,0,0,6.9,0,0,0,0,0,0.56,0,0,0,1.54,0,0,0
13003,IA: Adams County,0,0,0,0,0,0,0,1.96,3.27,2.73,0,9.66,0,0,0,0.04,7.4,0.03,0,0,0,0,0.27,0,0,0,0.72,0,0,0
13005,IA: Allamakee County,0.28,0,0,0,0,8.79,0,0,0,7.73,0,4.56,0.64,0,0,0,9.27,0,0,0,0,0.79,2.31,0,0,0,0.21,0,0,0
13007,IA: Appanoose County,0,0,0,0,0,0,0,2.05,0.01,10.38,0,6.24,0.02,0,0,0,11.94,0,0,0,0,0.21,4.09,0,6.29,0,0,0.01,0,0
13009,IA: Audubon County,0,0,0,0,0,0.27,0,0.57,4.45,3.86,0,5.9,0,0,0,0,5.96,0,0,0,0,0,1.14,0,0,0.03,1.97,0,0,0
13011,IA: Benton County,0.18,0,0,0,0,2.16,0,0,0,8.64,0,2.57,0.03,0,0,0,7.53,0,0,0,0,0,1.23,0,0.02,0.01,1.17,0,0,0
13013,IA: Black Hawk County,0.03,0,0,0,0,3.57,0,0,0,7.09,0,2.84,0,0,0,0,6.63,0,0,0,0,0.11,2.57,0,0,0,1.11,0,0,0
13015,IA: Boone County,0,0,0,0,0,0.89,0,0.37,2.27,8.24,0,7.74,0,0,0,0,6.36,0,0,0,0,0,2.72,0,0,0.07,3.52,0,0,0
13017,IA: Bremer County,0,0,0,0,0,4.83,0,0,0,6.44,0,2.73,0,0,0,0,6.22,0,0,0,0,0.64,4.01,0,0,0,0.61,0,0,0
13019,IA: Buchanan County,0.02,0,0,0,0,3.33,0,0,0,7.7,0,2.27,0,0,0,0,7.55,0,0,0,0,0.07,2.37,0,0,0,1.11,0,0,0
13021,IA: Buena Vista County,0,0,0,0,0,1.34,0,0,0.81,5.88,0,4.14,0,0,0,0,3.25,0,0,0,0,0.04,3.15,0,0,0,0,0,0,0
13023,IA: Butler County,0,0,0,0,0,4.29,0,0,0,6.58,0,3.92,0,0,0,0,5.31,0,0,0,0,0.62,4.1,0,0,0.01,0.57,0,0,0
13025,IA: Calhoun County,0,0,0,0,0,1.33,0,0,2.5,6.11,0,5.31,0,0,0,0,3.77,0,0,0,0,0.03,2.45,0,0,0,1.42,0,0,0
